,index,question,answer,keywords
414,414,What systems are in place to monitor vaccine safety?,"Vaccine safety monitoring is critical at national, regional, and global levels. After any vaccine is introduced, WHO works with vaccine manufacturers, health officials, national advisory committees and other partners to monitor for any safety concerns on an ongoing basis. Specific safety concerns that arise are then evaluated by WHO and an independent group of experts (the Global Advisory Committee on Vaccine Safety, or GACVS) in conjunction with the relevant national authorities.
As is standard practice in all national immunization programmes, WHO is supporting the implementation of safety monitoring systems for COVID-19 vaccines in every country.","['everi', 'specif', 'aris', 'offici', 'global', 'manufactur', 'region', 'partner', 'monitor', 'critic', 'evalu', 'introduc', 'committe', 'advisori', 'standard', 'implement', 'safeti', 'concern', 'independ', 'ongo', 'expert', 'practic', 'vaccin', 'nation', 'gacv', 'system', 'relev', 'conjunct', 'programm', 'basi']"
415,415,How will WHO inform the public about suspected or confirmed serious adverse events related to COVID-19 vaccines?,"Suspected safety events officially reported to WHO go through a series of rapid verification steps involving the Global Advisory Committee on Vaccine Safety (GACVS). WHO then shares the results of these evaluations on its website and publishes the results of any assessments.
WHO also coordinates with local, regional, and national health officials to investigate vaccine safety concerns and advise on next steps.
Additional vaccine safety information is also made available through the Vaccine Safety Net, a global network of websites providing reliable information on vaccine safety that have been verified by WHO.","['involv', 'net', 'seri', 'offici', 'global', 'publish', 'reliabl', 'verif', 'inform', 'region', 'evalu', 'result', 'committe', 'advis', 'advisori', 'advers', 'also', 'safeti', 'rapid', 'coordin', 'verifi', 'investig', 'websit', 'event', 'next', 'suspect', 'vaccin', 'step', 'gacv', 'network']"
416,416,Under what circumstances should a COVID-19 vaccine be recalled?,"In rare situations where a serious adverse reaction is suspected to be related to the vaccine itself, the vaccine may be temporarily suspended from use while the situation is assessed. Investigations will take place to determine what exactly caused the event, and corrective measures will be put in place. WHO works closely with vaccine manufacturers, health officials, researchers, and other partners to monitor any safety concerns and potential side effects.
Vaccine recalls or withdrawals due to safety issues are rare. Recalls are generally associated with problems identified during the monitoring of batches of vaccines through quality control systems, stability studies and reports from the field, including cold chain issues where some vaccines have not been stored at the right conditions and so are no longer safe or effective. In this case, people who have received a vaccine from that batch may need to be vaccinated again to ensure they are protected. This is why vaccines are so closely monitored – to ensure that any issues with their production, storage or use can be rapidly identified and resolved.","['withdraw', 'place', 'exactli', 'close', 'cold', 'recal', 'monitor', 'chain', 'situat', 'qualiti', 'issu', 'circumst', 'ensur', 'advers', 'correct', 'safeti', 'resolv', 'field', 'identifi', 'rare', 'suspend', 'effect', 'vaccin', 'reaction', 'stabil', 'store', 'rapidli', 'temporarili', 'batch', 'storag']"
417,417,What are the side effects of COVID-19 vaccines?,"Like with any vaccine, some people will experience mild to moderate side effects after being vaccinated against COVID-19. This is a normal sign that the body is developing protection. Side effects to COVID-19 vaccines include a fever, tiredness, headache, muscle ache, chills, diarrhea and pain or redness at the injection site. Not everyone will experience side effects. Most side effects go away within a few days on their own. You can manage any side effects with rest, plenty of non-alcoholic liquids and taking medication to manage pain and fever, if needed.
If you are worried that the side effects that you are experiencing are unusual, if the pain in the arm where you got the injection gets worse after 24 hours or your side effects don’t go away in a few days, contact your healthcare provider for advice.
More serious or long-lasting side effects to COVID-19 vaccines are possible but extremely rare. If you experience difficulty breathing, chest pain, confusion, loss of speech or mobility after your vaccine, contact your healthcare provider immediately. Vaccines are continually monitored for as long as they are in use to detect and respond to rare adverse events.","['wors', 'plenti', 'red', 'chill', 'ach', 'healthcar', 'got', 'tired', 'pain', 'day', 'arm', 'side', 'manag', 'rest', 'go', 'rare', 'covid', 'inject', 'unusu', 'contact', 'liquid', 'diarrhea', 'effect', 'experi', 'vaccin', 'away', 'speech', 'long', 'provid', 'fever']"
418,418,Does having side effects mean that the vaccine is working? What does having no side effects mean?,"The vaccine stimulates your immune system to protect you from the virus. This process can sometimes cause side effects like fever, chills or headache, but not everyone will experience any side effects. The presence or magnitude of the reaction you may have vaccination does not predict or reflect your immune response to the vaccine.
You do not have to have side effects in order to be protected.","['work', 'aadhaar', 'magnitud', 'order', 'immun', 'like', 'chill', 'caus', 'reflect', 'protect', 'stimul', 'may', 'abattoir', 'aarogya', 'predict', 'mean', 'headach', 'side', 'sometim', 'viru', 'effect', 'vaccin', 'reaction', 'everyon', 'experi', 'system', 'process', 'fever', 'respons', 'presenc']"
419,419,What should I do if I think my side effects are unusual?,"If you are worried about your side effects, contact your healthcare provider and let them know about your recent vaccination. ","['aadhaar', 'abroad', 'think', 'absenc', 'healthcar', 'abus', 'abattoir', 'aarogya', 'abhishek', 'recent', 'abnorm', 'absolut', 'let', 'abid', 'absorb', 'abridg', 'side', 'worri', 'unusu', 'abdomin', 'know', 'contact', 'abil', 'abl', 'effect', 'vaccin', 'provid', 'abruptli', 'absorpt', 'abort']"
420,420,Is there a link between COVID-19 vaccines and allergic reactions?,"In very rare cases, some people may experience an allergic reaction after being vaccinated against COVID-19. A severe allergic reaction – such as anaphylaxis – is a very rare side effect of any vaccine.
If you have a history of allergic reactions, talk to your healthcare provider before you get vaccinated. They will be able to give you advice. In some cases, precautions will need to be taken for people who have known allergies to previous doses of the vaccine or known components of the vaccine.
Healthcare workers administering COVID-19 vaccines should be trained to recognise and treat serious allergic reactions. This is why people being vaccinated against COVID-19 will be asked to stay at the vaccination site for a period of time following their injection, to ensure that anyone experiencing an allergic reaction can receive prompt treatment.
Reports of adverse events following COVID-19 vaccination (including allergic reactions) are closely monitored by national authorities and international bodies, including WHO for the early detection of serious side effects. ","['allergi', 'anyon', 'case', 'healthcar', 'talk', 'peopl', 'known', 'compon', 'ask', 'allerg', 'advers', 'seriou', 'give', 'side', 'anaphylaxi', 'covid', 'rare', 'inject', 'histori', 'link', 'recognis', 'includ', 'reaction', 'vaccin', 'effect', 'site', 'administ', 'train', 'prompt', 'follow']"
421,421,What happens if a serious adverse event is reported after vaccination?,"As with any vaccine, it is essential to closely monitor the safety and effectiveness of COVID-19 vaccines that are used in immunization programmes. If a serious health problem is reported following vaccination, a thorough investigation should take place by the public health programme in the country.
It is rare to find that health problems occurring following receipt of a vaccine are actually caused by the vaccine itself. Health problems following vaccination are most often found to be coincidental and entirely unrelated to vaccination. Sometimes they are related to how the vaccine has been stored, transported, or administered. Errors related to the delivery of the vaccine can be prevented by better training health workers and strengthening supply chains.
The results of the investigation will then inform next steps. The safety of COVID-19 vaccines is the top priority of the World Health Organization.","['transport', 'coincident', 'chain', 'strengthen', 'relat', 'problem', 'advers', 'unrel', 'seriou', 'actual', 'safeti', 'deliveri', 'health', 'report', 'sometim', 'thorough', 'investig', 'rare', 'prioriti', 'error', 'next', 'vaccin', 'step', 'receipt', 'store', 'programm', 'entir', 'top', 'train', 'follow']"
422,422,Is it safe to mix-and-match different COVID-19 vaccines?,"It is safe for you to receive two different COVID-19 vaccines for your first and second dose. This is sometimes called mixing and matching vaccines, or a heterologous vaccine schedule. WHO considers two doses of any WHO EUL COVID-19 vaccines to be a complete primary series.
By mixing and matching vaccines, countries are able to maximize vaccine impact in the event of constrained or limited supply. 
People over 60 who have received two doses of Sinovac and Sinopharm can also be given a third dose to help boost their immunity, once a high level of coverage of the priority groups has been achieved. SAGE has stated that Pfizer or AstraZeneca can be used for the third dose if the original vaccine is not available.
Further trials are underway to understand more about mixed doses, which will inform any future changes to WHO’s recommendations. ","['seri', 'two', 'maxim', 'heterolog', 'schedul', 'astrazeneca', 'match', 'sinovac', 'sage', 'constrain', 'pfizer', 'boost', 'mix', 'coverag', 'sometim', 'futur', 'covid', 'eul', 'receiv', 'prioriti', 'dose', 'safe', 'event', 'differ', 'vaccin', 'sinopharm', 'achiev', 'underway', 'third', 'primari']"
423,423,Should women who are on their periods take the COVID-19 vaccine?,Women can receive a vaccine at any point in their menstrual cycle. ,"['aadhaar', 'period', 'abroad', 'point', 'academi', 'take', 'absenc', 'menstrual', 'academ', 'abus', 'abattoir', 'aarogya', 'abhishek', 'abnorm', 'absolut', 'absorb', 'abid', 'abridg', 'cycl', 'abdomin', 'covid', 'receiv', 'woman', 'abil', 'abl', 'vaccin', 'acceler', 'abruptli', 'absorpt', 'abort']"
424,424,"Are mRNA vaccines safe? If they’re based on new technology, how can we be sure?","The COVID-19 mRNA vaccine technology has been rigorously assessed for safety, and clinical trials have shown that mRNA vaccines produce an immune response that has high efficacy against disease. mRNA vaccine technology has been studied for several decades, including in the contexts of Zika, rabies, and influenza vaccines. mRNA vaccines are not live virus vaccines and do not interfere with human DNA.","['ass', 'diseas', 'live', 'interfer', 'clinic', 'immun', 'zika', 'sever', 'dna', 'human', 'context', 'sure', 'efficaci', 'safeti', 'shown', 'base', 'influenza', 'rigor', 'trial', 'produc', 'rabi', 'studi', 'safe', 'vaccin', 'mrna', 'decad', 'high', 'new', 'respons', 'technolog']"
425,425,Is there a risk of heart inflammation (myocarditis or pericarditis) from mRNA COVID-19 vaccines?,"Globally, mRNA vaccines such as Pfizer and Moderna have been used to protect millions of people against COVID-19. A significant amount of data is available from both clinical trials and country surveillance programmes on their efficacy and safety. Some mild side effects are expected after vaccination; these are a normal sign that the body is developing protection.
There have been reports of very rare cases of myocarditis (inflammation of the heart muscle) and pericarditis (inflammation of the membrane surrounding the heart) following the second dose of mRNA COVID-19 vaccines. Myocarditis and pericarditis can be caused by many factors, including infections, viruses, medicines and environmental factors. The currently available data suggests that there is also a potential relationship between these symptoms and mRNA vaccines. Research is underway to understand more.
Cases have been mostly reported in younger men aged 12 – 29 (40.6 cases of myocarditis per million second doses) compared to females of the same age group (4.2 cases per million second doses).
The symptoms of myocarditis and pericarditis are generally mild. Fast treatment with medication and rest can help to avoid long term heart damage and death. If you experience new and persisting chest pain, shortness of breath or have a racing or pounding heartbeat within a few days of vaccination, contact your doctor immediately. The benefits of these vaccines greatly outweigh the risk of myocarditis and pericarditis by preventing deaths and hospitalisations due to COVID-19.","['second', 'case', 'avail', 'hospitalis', 'greatli', 'factor', 'death', 'million', 'age', 'fast', 'report', 'inflamm', 'men', 'mostli', 'covid', 'heart', 'surround', 'heartbeat', 'dose', 'data', 'pound', 'vaccin', 'mrna', 'race', 'pericard', 'femal', 'per', 'mild', 'myocard', 'membran']"
426,426,Do the COVID-19 AstraZeneca and Johnson & Johnson/Janssen vaccines cause blood clots?,"Globally, COVID-19 vaccines such as AstraZeneca and Johnson &Johnson/Janssen have been used to protect millions of people. Data is available from both clinical trials and preliminary data from country surveillance programmes on their efficacy and safety. Some mild to moderate side effects such as fever, muscle and headaches, soreness around the injection site and tiredness are expected to affect some people after vaccination. These are normal indications that the body is developing protection.
There have been reports of very rare but serious cases of blood clots accompanied by low platelet counts (known as thrombosis with thrombocytopenia syndrome (TTS)) occurring 3 to 30 days after vaccination with COVID-19 non-replicant adenovirus vector-based vaccines (such as the AstraZeneca and Janssen vaccines). Read more about the different types of COVID-19 vaccines.
With the AstraZeneca vaccine, as of 15 July 2021, the data shows that these symptoms occur in about four to six people out of every million vaccinated (this figure varies based on age, sex and geographical location). Younger adults appear to be at higher risk than older adults. More research is underway to understand more about how people may be differentially affected.
With the Janssen vaccine, as of 7th May 2021, the US Food and Drug Administration and the Centers for Disease Control and Prevention had reviewed 28 reports of TTS out of a total of more than eight million people vaccinated. It is possible that there is a causal link between the vaccine and these symptoms, but more data is needed.
TTS is very rare; however, blood clotting is a common health problem caused by many factors. Not all clots that occur after vaccination with AstraZeneca or the Janssen vaccine will be due to TTS. The risk of blood clots is far higher from COVID-19 itself than from either vaccine.
If you experience a new, severe, persistent headache, blurred vision, chest pain, severe abdominal pain, leg swelling or unusual skin bruising and shortness of breath between three to 30 days following vaccination, contact your doctor immediately. WHO has published interim guidance for clinical case management of TTS following vaccination.
The benefits of the COVID-19 AstraZeneca and Janssen vaccines are far greater than the very small risk of TTS. As well as protecting you from severe disease and death due to COVID-19, being vaccinated can protect you against complications from ‘long COVID’, provide some protection for your close contacts and community by reducing transmission, and can reduce the risk of severe disease from some variant strains. WHO recommends that these vaccines continue to be used to protect priority groups.","['diseas', 'affect', 'johnson', 'occur', 'clot', 'astrazeneca', 'sever', 'adenoviru', 'pain', 'protect', 'peopl', 'risk', 'adult', 'million', 'causal', 'blood', 'leg', 'blur', 'bruis', 'headach', 'due', 'far', 'tt', 'rare', 'covid', 'data', 'janssen', 'vaccin', 'higher', 'platelet']"
427,427,"What are variants of SARS-COV-2, the virus that causes COVID-19?","It is normal for viruses to change and evolve as they spread between people over time. When these changes become significantly different from the original virus, they are known as “variants.” To identify variants, scientists map the genetic material of viruses (known as sequencing) and then look for differences between them to see if they have changed.
Since the SARS-CoV-2 virus, the virus that causes COVID-19, has been spreading globally, variants have emerged and been identified in many countries around the world.","['cov', 'significantli', 'becom', 'chang', 'sar', 'variant', 'see', 'global', 'normal', 'evolv', 'origin', 'caus', 'virus', 'spread', 'known', 'look', 'world', 'emerg', 'sequenc', 'sinc', 'materi', 'identifi', 'covid', 'genet', 'map', 'scientist', 'around', 'differ', 'viru', 'mani']"
428,428,What is the difference between a variant of interest and a variant of concern?,"A variant is considered a variant of interest if it has mutations that are suspected or known to cause significant changes, and is circulating widely (e.g., known to cause many clusters of infected people, or found in many countries). There are many variants of interest that WHO is continuing to monitor in case they become variants of concern.
A variant of interest becomes a variant of concern if it is known to spread more easily, cause more severe disease, escape the body’s immune response, change clinical presentation, or decrease effectiveness of known tools – such as public health measures, diagnostics, treatments and vaccines.","['decreas', 'becom', 'easili', 'chang', 'variant', 'cluster', 'clinic', 'wide', 'immun', 'caus', 'monitor', 'known', 'diagnost', 'circul', 'tool', 'consid', 'interest', 'present', 'concern', 'treatment', 'found', 'bodi', 'continu', 'differ', 'mutat', 'suspect', 'signific', 'escap', 'mani', 'respons']"
429,429,"How do variants of SARS-CoV-2, the virus that causes COVID-19, get their names?","For the purpose of discussing variants in the media and the public, WHO began using the Greek alphabet in May of 2021 to make it easier for people to keep track of variants without linking their names to the places where they were first identified, as variants can emerge anywhere at any time.
In accordance with WHO best practices for naming new diseases, some letters may not be used if they cause confusion in major languages or stigmatize certain groups. These WHO labels do not replace the existing scientific names of the variants, which convey important scientific information to researchers and scientists.","['without', 'languag', 'alphabet', 'variant', 'track', 'confus', 'purpos', 'scientif', 'caus', 'name', 'may', 'replac', 'certain', 'medium', 'convey', 'major', 'began', 'discus', 'letter', 'exist', 'greek', 'scientist', 'use', 'practic', 'link', 'label', 'stigmat', 'anywher', 'easier', 'best']"
430,430,What is the Omicron variant?,"The Omicron variant, variant B.1.1.529, was first reported to WHO on 24 November 2021 and was classified as a variant of concern by WHO on 26 November 2021. The classification was made on the advice of the Technical Advisory Group on Virus Evolution, based primarily on information from South Africa that the variant has a large number of mutations and has caused a detrimental change in COVID-19 epidemiology.","['omicron', 'larg', 'group', 'evolut', 'chang', 'aadhaar', 'variant', 'novemb', 'africa', 'inform', 'caus', 'detriment', 'epidemiolog', 'aarogya', 'number', 'advisori', 'made', 'classif', 'advic', 'concern', 'base', 'south', 'report', 'primarili', 'covid', 'first', 'mutat', 'technic', 'viru', 'classifi']"
431,431,What makes the Omicron variant different from other variants?,"All variants are different. The Omicron variant has a large number of mutations which may mean the virus acts differently from other variants that are circulating.
As of 1 December 2021, there is limited information about Omicron.  Studies are ongoing to determine if there is a change in how easily the virus spreads or the severity of disease it causes, and if there are any impacts on protective measures.
It will likely take time before there will be clear evidence to determine if there is any change in the transmission of Omicron compared to other variants, how the variant responds to existing therapeutics, or whether infection or re-infection with Omicron causes more or less severe disease.
WHO is working with technical partners to understand the potential impact of Omicron on vaccine effectiveness. Currently, the Delta variant is dominant worldwide and COVID-19 vaccines are highly effective at protecting you from serious illness and death, including from infection with Delta. Researchers will assess the performance of current vaccines against Omicron and will communicate these findings as soon as they become available.","['omicron', 'diseas', 'determin', 'act', 'chang', 'easili', 'variant', 'soon', 'caus', 'impact', 'current', 'partner', 'sever', 'protect', 'worldwid', 'delta', 'highli', 'respond', 'perform', 'ongo', 'domin', 'decemb', 'differ', 'technic', 'effect', 'vaccin', 'viru', 'therapeut', 'infect', 'clear']"
432,432,What is being done to understand more about the Omicron variant?,"WHO continues to coordinate with a large number of researchers around the world to understand more about all variants of SARS-CoV-2, the virus that causes COVID-19, including Omicron. Many studies are needed, including assessments of:
Transmissibility, or ease of spread from person to person, of Omicron as compared to other variants
Severity of infection and re-infection with Omicron
Performance of current COVID-19 vaccines against Omicron
Performance of diagnostic tests, including antigen tests, to detect infection with Omicron
Effectiveness of current treatments for management of patients with COVID-19 disease
WHO’s Technical Advisory Group on Virus Evolution will continue to monitor and evaluate the data as it becomes available and assess if mutations in the Omicron variant alter the behavior of the virus.","['omicron', 'alter', 'ass', 'ea', 'evolut', 'larg', 'variant', 'current', 'done', 'test', 'evalu', 'understand', 'diagnost', 'person', 'advisori', 'compar', 'coordin', 'manag', 'perform', 'antigen', 'continu', 'covid', 'around', 'behavior', 'includ', 'viru', 'technic', 'mutat', 'detect', 'infect']"
433,433,What is the Delta variant?,"The Delta variant is a variant of concern classified by WHO on May 11, 2021 and is currently the dominant variant that is circulating globally.  Delta spreads more easily than earlier strains of the virus and is responsible for more cases and deaths worldwide.  All approved COVID-19 vaccines currently in use are safe and effective in preventing severe disease and death against the Delta variant.","['diseas', 'easili', 'aadhaar', 'variant', 'strain', 'global', 'case', 'current', 'sever', 'spread', 'worldwid', 'may', 'circul', 'aarogya', 'abattoir', 'death', 'delta', 'concern', 'domin', 'covid', 'earlier', 'safe', 'use', 'viru', 'effect', 'vaccin', 'prevent', 'approv', 'classifi', 'respons']"
434,434,What can I do to protect myself from variants?,"To protect yourself and others from COVID-19 variants:
Keep a distance of at least 1 meter from others
Wear a well-fitted mask over your mouth and nose
Open windows
Cough or sneeze into a bent elbow or tissue
Clean your hands frequently
Get vaccinated, as soon as it is your turn","['fit', 'aadhaar', 'mask', 'variant', 'hand', 'soon', 'nose', 'turn', 'clean', 'protect', 'abattoir', 'aarogya', 'open', 'sneez', 'get', 'elbow', 'cough', 'wear', 'distanc', 'covid', 'meter', 'keep', 'least', 'mouth', 'window', 'vaccin', 'tissu', 'frequent', 'bent', 'well']"
435,435,How can we stop new variants from emerging?,"As with all viruses, SARS-COV-2, the virus that causes COVID-19, will continue to evolve as long as it continues to spread. The more that the virus spreads, the more pressure there is for the virus to change. So, the best way to prevent more variants from emerging is to stop the spread of the virus.
To protect yourself and others from COVID-19:
Keep a distance of at least 1 meter from others
Wear a well-fitted mask over your mouth and nose
Open windows
Cough or sneeze into a bent elbow or tissue
Clean your hands frequently
Get vaccinated as soon as it is your turn","['fit', 'chang', 'sar', 'variant', 'soon', 'evolv', 'nose', 'virus', 'turn', 'clean', 'spread', 'emerg', 'open', 'bent', 'sneez', 'elbow', 'cough', 'continu', 'pressur', 'meter', 'keep', 'mouth', 'window', 'viru', 'tissu', 'way', 'long', 'frequent', 'stop', 'best']"
436,436," Are the variants more likely to cause infection, disease and death in people who are already vaccinated?","We are still learning about the ways that variants impact vaccination.
The data we currently have available show us that COVID-19 vaccines are still very effective at preventing serious illness and death against all of the current variants of concern. It is important to note that the vaccines provide different levels of protection from infection, mild disease, severe disease, hospitalization and death.
No vaccine is 100% effective. Even though COVID-19 vaccines are highly effective at protecting you against serious illness and death, some people will still get ill from COVID-19 after vaccination. You could also pass the virus on to others who are not vaccinated. This makes it very important to continue to practice protective measures, even after you have been fully vaccinated.
It is more important than ever to get vaccinated as soon as it is your turn and continue to practice protective measures after vaccination.","['diseas', 'even', 'variant', 'soon', 'ill', 'still', 'current', 'turn', 'note', 'protect', 'peopl', 'though', 'learn', 'fulli', 'import', 'death', 'highli', 'ever', 'seriou', 'get', 'alreadi', 'continu', 'covid', 'practic', 'effect', 'vaccin', 'infect', 'measur', 'mild', 'pas']"
437,437,What is the difference between a ‘mutation’ and a ‘variant’?,"Viruses are constantly evolving and changing. Every time a virus replicates (makes copies of itself), there is the potential for there to be changes in its structure. Each of these changes is a “mutation.” A virus with one or more mutations is called a “variant” of the original virus. 
Some mutations can lead to changes in important characteristics of the virus, including characteristics that affect its ability to spread and/or its ability to cause more severe illness and death.","['everi', 'replic', 'affect', 'chang', 'aadhaar', 'variant', 'potenti', 'origin', 'evolv', 'ill', 'caus', 'constantli', 'virus', 'sever', 'spread', 'import', 'death', 'characterist', 'make', 'structur', 'time', 'one', 'abil', 'differ', 'mutat', 'viru', 'includ', 'copi', 'lead', 'call']"
438,438,What is ventilation and how can it prevent COVID-19 from spreading?,"Ventilation is the process of bringing fresh, outdoor air inside and letting indoor air outside in order to maintain or improve air quality.
The risk of getting COVID-19 infection is increased in crowded and poorly ventilated settings. This is because the virus passes between people through infected respiratory particles in the form of droplets and aerosols. In poorly ventilated spaces infected aerosols can remain suspended in the air or travel farther  than conversational distance. Improving indoor ventilation reduces the risk of the virus spreading indoors.
Ventilation is not a standalone measure and it should be implemented as part of a comprehensive package of measures, such as physical distancing, avoiding crowds, wearing a mask, frequent hand cleaning, staying home if unwell, coughing or sneezing into a bent elbow, and vaccination. Each of these is important to protect you against COVID-19 infection.","['poorli', 'farther', 'droplet', 'fresh', 'ventil', 'indoor', 'spread', 'comprehens', 'risk', 'outdoor', 'qualiti', 'bring', 'air', 'let', 'standalon', 'bent', 'aerosol', 'elbow', 'distanc', 'convers', 'insid', 'improv', 'suspend', 'viru', 'particl', 'form', 'infect', 'packag', 'measur', 'crowd']"
439,439,How do I improve ventilation in my home or workplace?,"When you are inside, open windows or doors whenever possible. For better ventilation, open windows/doors on opposite sides of a room to create a cross breeze. If creating a cross breeze is not possible, you can place a fan in front of an open window to increase air flow and push indoor air outside.  
If the temperature outside is extremely hot or cold, you can open windows for a few minutes every hour to bring in fresh air. ","['front', 'everi', 'temperatur', 'fresh', 'possibl', 'cold', 'opposit', 'ventil', 'indoor', 'door', 'flow', 'minut', 'bring', 'cross', 'air', 'extrem', 'open', 'hour', 'insid', 'side', 'room', 'hot', 'outsid', 'window', 'whenev', 'fan', 'workplac', 'creat', 'push', 'breez']"
440,440,Will an air conditioner provide good ventilation?,"The majority of wall or window unit air conditioning systems do not provide ventilation. They are designed to reduce the temperature and humidity of the air, and they do this by recirculating indoor air. Whenever using a wall or window unit air conditioning system, open windows for a few minutes every hour to bring in fresh air from the outside.
Heating, ventilation and air-conditioning (HVAC) systems pull outside air inside. Make sure the settings on your HVAC system maximize the amount of fresh, outdoor air that is pulled into the system. HVAC systems should always be regularly inspected, maintained and cleaned according to the manufacturer’s recommendations.  
If you are riding in a vehicle that has air conditioning, make sure to use the setting that brings in fresh air.","['temperatur', 'humid', 'unit', 'fresh', 'ventil', 'ride', 'maxim', 'wall', 'recircul', 'outdoor', 'minut', 'hvac', 'bring', 'air', 'sure', 'amount', 'heat', 'make', 'insid', 'vehicl', 'condition', 'outsid', 'condit', 'inspect', 'window', 'whenev', 'system', 'set', 'pull', 'provid']"
441,441,How can I improve heating and air conditioning systems at home?,"Non-ducted heating and air conditioning units that recirculate air, such as fan-coil or split units, should be assessed, maintained and cleaned according to manufacturer recommendations. Assess the unit’s filter and consider replacing the existing filter with a MERV14/ISO ePM1 70-80% air filter or the highest compatible filter with the filter rack, in collaboration with an HVAC professional. The units and filters should be periodically cleaned and maintained according to manufacturer recommendations.","['ass', 'period', 'accord', 'unit', 'collabor', 'compat', 'profession', 'manufactur', 'merv', 'recircul', 'clean', 'epm', 'duct', 'hvac', 'air', 'rack', 'maintain', 'replac', 'heat', 'iso', 'exist', 'filter', 'coil', 'improv', 'condit', 'fan', 'split', 'non', 'highest', 'recommend']"
442,442,Can fans be used safely inside?,"Using a fan in an enclosed space can increase the spread of the virus that causes COVID-19. This is why it is important to open windows and doors whenever using a fan to replace indoor air without outdoor air. 
If using a pedestal fan, minimize as much as possible how much air blows from one person (or group of people) to another person (or group of people). You can place a fan in front of an open window to increase air flow and push indoor air outside.
The use of ceiling fans can improve the circulation of air from outside and avoid pockets of stagnant air forming indoors. However, it is important to bring in air from the outside by opening windows when using a ceiling fan.","['front', 'much', 'group', 'blow', 'indoor', 'minim', 'enclos', 'flow', 'door', 'circul', 'outdoor', 'import', 'bring', 'air', 'increas', 'person', 'replac', 'open', 'stagnant', 'insid', 'pocket', 'outsid', 'ceil', 'use', 'window', 'pedest', 'whenev', 'fan', 'push', 'form']"
443,443,How can I improve ventilation at home if someone is sick with the virus that causes COVID-19?,"If someone is sick and being cared for at home, the following can be done to improve ventilation and reduce the risk of infection to other members of the household:
Whenever possible, the ill person should stay in a separate room. If this is not possible, then keep at least a 1-meter distance from them. The sick person and anyone else in the same room should wear a medical mask.
Provide good ventilation in the room of the ill person and shared spaces, and open windows whenever possible.
Create a cross breeze by opening windows or doors on opposite sides of the ill person’s room.
If possible, try to prevent the air from moving from the sick person’s room to the rest of the house.
If available, the ill person should stay in a separate room that has a private toilet with an air extractor or exhaust fan, which should run at a high speed.
As a supplement, you can use a stand-alone air cleaner with a MERV14/ISO ePM1 70-80% air filter. MERV14/F8 filter. These devices may improve air quality but are not a replacement for ventilation.","['home', 'cleaner', 'toilet', 'possibl', 'ill', 'ventil', 'opposit', 'merv', 'epm', 'sick', 'air', 'extractor', 'stand', 'person', 'stay', 'open', 'speed', 'exhaust', 'devic', 'iso', 'supplement', 'filter', 'room', 'improv', 'window', 'whenev', 'separ', 'fan', 'breez', 'someon']"
444,444,Is it safe for me to have visitors in my home if I have good ventilation?,"In the context of the COVID-19 pandemic, there is no “zero risk” when it comes to gathering with others, but there are many ways in which you can reduce the risk of infection and spread of the COVID-19 virus.
In general, you are at risk of COVID-19 infection whenever you get together with people and risk reduction measures are not in place.  If you meet with others who live outside of your household, WHO recommends meeting outdoors whenever possible. Outdoor venues are safer than indoor venues because there is more air flow and fresh air.
If you have visitors in your home, always maintain a physical distance of at least 1 meter, wear a mask, and open windows to improve air flow. To enhance ventilation, create a cross breeze or place a fan in front of an open window facing the outside.","['front', 'home', 'reduct', 'fresh', 'place', 'ventil', 'flow', 'risk', 'outdoor', 'enhanc', 'zero', 'air', 'cross', 'safer', 'context', 'open', 'gather', 'venu', 'meet', 'alway', 'covid', 'outsid', 'window', 'whenev', 'fan', 'creat', 'breez', 'infect', 'togeth', 'visitor']"
445,445,Do portable air filters provide ventilation?,"Air filters do not provide ventilation and do not replace other ventilation methods. However, they can help to reduce the concentration of the COVID-19 virus in the air, thus reducing the possibility of transmission. A MERV14/ISO ePM1 70-80% air filter can improve air quality when used in indoor settings.","['aadhaar', 'help', 'portabl', 'possibl', 'ventil', 'reduc', 'merv', 'indoor', 'transmiss', 'epm', 'abattoir', 'aarogya', 'abhishek', 'qualiti', 'air', 'thu', 'abid', 'replac', 'howev', 'iso', 'filter', 'method', 'covid', 'abdomin', 'improv', 'use', 'concentr', 'viru', 'set', 'provid']"
446,446,Does mosquito screening impact ventilation?,Simple mosquito screening on doors and windows is important for protecting yourself against the diseases spread by mosquitoes and other insects.  The use of such screens may reduce the natural ventilation rate and it is recommended where screens are used that more screened windows are opened to create cross ventilation. ,"['mosquito', 'diseas', 'aadhaar', 'simpl', 'ventil', 'impact', 'reduc', 'spread', 'door', 'protect', 'may', 'abattoir', 'aarogya', 'abhishek', 'abnorm', 'import', 'cross', 'abid', 'open', 'rate', 'insect', 'abdomin', 'use', 'window', 'abil', 'abl', 'creat', 'screen', 'natur', 'recommend']"
447,447,How can I improve ventilation in a car or vehicle?,"When riding in a car or vehicle, open windows whenever possible, the more windows the better. If you are using air conditioning in the vehicle, use the setting that brings in fresh air.","['aadhaar', 'abroad', 'fresh', 'possibl', 'ventil', 'ride', 'absenc', 'abattoir', 'aarogya', 'abhishek', 'abnorm', 'bring', 'air', 'abid', 'abridg', 'open', 'better', 'vehicl', 'abdomin', 'improv', 'condit', 'use', 'window', 'whenev', 'abil', 'abl', 'car', 'set', 'abruptli', 'abort']"
